iucn_sid,sciname,old_cat,iucn_rgn,cat_score,cat_current
18257331,Neonesthes capensis,LC,europe,0,LC
18257417,Pachystomias microdon,LC,europe,0,LC
18257501,Rhadinesthes decimus,LC,europe,0,LC
18257533,Stomias brevibarbatus,LC,europe,0,LC
18257655,Stomias longibarbatus,LC,europe,0,LC
18257684,Trigonolampa miriceps,LC,europe,0,LC
18257696,Grammicolepis brachiusculus,DD,europe,NA,DD
18257762,Spinachia spinachia,LC,europe,0,LC
18258072,Entelurus aequoreus,LC,europe,0,LC
18258153,Minyichthys sentus,DD,mediterranean,NA,DD
18258153,Minyichthys sentus,DD,europe,NA,DD
18258202,Nerophis lumbriciformis,LC,europe,0,LC
18258249,Syngnathus rostellatus,DD,mediterranean,NA,DD
18258249,Syngnathus rostellatus,LC,europe,0,LC
18258256,Syngnathus schmidti,DD,mediterranean,NA,DD
18258256,Syngnathus schmidti,DD,europe,NA,DD
18258266,Syngnathus variegatus,DD,europe,NA,DD
18258584,Apletodon bacescui,LC,europe,0,LC
18584848,Pristis pristis,CR,mediterranean,0.8,CR
18584848,Pristis pristis,CR,europe,0.8,CR
20662018,Rosenblattichthys hubbsi,"NA",europe,NA,NA
20665551,Diplospinus multistriatus,"NA",europe,NA,NA
20665719,Howella simplex,"NA",europe,NA,NA
20665743,Howella atlantica,LC,europe,0,LC
21108245,Maulisia microlepis,"NA",europe,NA,NA
21110117,Hoplostethus cadenati,"NA",europe,NA,NA
21110389,Apletodon pellegrini,DD,europe,NA,DD
21112632,Radiicephalus elongatus,"NA",europe,NA,NA
21112669,Stylephorus chordatus,"NA",europe,NA,NA
21112836,Fowlerichthys senegalensis,"NA",europe,NA,NA
21112867,Caulophryne polynema,"NA",europe,NA,NA
21113904,Kali indica,"NA",europe,NA,NA
21130109,Didogobius kochi,LC,europe,0,LC
21130979,Vanneaugobius canariensis,LC,europe,0,LC
21132418,Scombrolabrax heterolepis,"NA",europe,NA,NA
21132668,Trachinus pellegrini,DD,europe,NA,DD
21132672,Aphanopus intermedius,LC,europe,0,LC
21132822,Melamphaes simus,"NA",europe,NA,NA
21132825,Cyclothone obscura,"NA",europe,NA,NA
21132828,Gonostoma atlanticum,"NA",europe,NA,NA
21132859,Argyropelecus sladeni,"NA",europe,NA,NA
21132889,Aristostomias grimaldii,"NA",europe,NA,NA
21132901,Aristostomias xenostoma,"NA",europe,NA,NA
21132910,Astronesthes indicus,"NA",europe,NA,NA
21132914,Astronesthes micropogon,"NA",europe,NA,NA
21132917,Astronesthes neopogon,"NA",europe,NA,NA
21132928,Bathophilus brevis,"NA",europe,NA,NA
21132935,Bathophilus longipinnis,"NA",europe,NA,NA
21132953,Bathophilus pawneei,"NA",europe,NA,NA
21132963,Borostomias elucens,"NA",europe,NA,NA
21132986,Eustomias enbarbatus,"NA",europe,NA,NA
21132989,Eustomias fissibarbis,"NA",europe,NA,NA
21132997,Eustomias lipochirus,"NA",europe,NA,NA
21133000,Eustomias macronema,"NA",europe,NA,NA
21133010,Eustomias schmidti,"NA",europe,NA,NA
21133018,Grammatostomias dentatus,"NA",europe,NA,NA
21133035,Leptostomias haplocaulus,"NA",europe,NA,NA
21133039,Leptostomias longibarba,"NA",europe,NA,NA
21133050,Melanostomias tentaculatus,"NA",europe,NA,NA
21133091,Photonectes braueri,"NA",europe,NA,NA
21133099,Photonectes dinema,"NA",europe,NA,NA
21133108,Photonectes margarita,"NA",europe,NA,NA
21133116,Photonectes mirabilis,"NA",europe,NA,NA
21133172,Aulostomus strigosus,LC,europe,0,LC
21133207,Zenion hololepis,"NA",europe,NA,NA
22679872,Anser brachyrhynchus,LC,europe,0,LC
22679881,Anser albifrons,LC,europe,0,LC
22679896,Anser caerulescens,LC,europe,0,LC
22679943,Branta leucopsis,LC,europe,0,LC
22679946,Branta bernicla,LC,europe,0,LC
22680024,Tadorna tadorna,LC,europe,0,LC
22680157,Mareca penelope,LC,europe,0,LC
22680247,Spatula clypeata,LC,europe,0,LC
22680301,Anas acuta,LC,europe,0,LC
22680313,Spatula querquedula,LC,europe,0,LC
22680358,Aythya ferina,VU,europe,0.4,VU
22680391,Aythya fuligula,LC,europe,0,LC
22680398,Aythya marila,VU,europe,0.4,VU
22680405,Somateria mollissima,VU,europe,0.4,VU
22680409,Somateria spectabilis,LC,europe,0,LC
22680415,Polysticta stelleri,LC,europe,0,LC
22680423,Histrionicus histrionicus,LC,europe,0,LC
22680427,Clangula hyemalis,VU,europe,0.4,VU
22680455,Bucephala clangula,LC,europe,0,LC
22680465,Mergellus albellus,LC,europe,0,LC
22680485,Mergus serrator,NT,europe,0.2,NT
22680492,Mergus merganser,LC,europe,0,LC
22683027,Alcedo atthis,VU,europe,0.4,VU
22683645,Ceryle rudis,EN,europe,0.6,EN
22686806,Apus unicolor,LC,europe,0,LC
22686815,Apus pallidus,LC,europe,0,LC
22692146,Grus grus,LC,europe,0,LC
22692667,Zapornia pusilla,LC,europe,0,LC
22692913,Fulica atra,NT,europe,0.2,NT
22693133,Lymnocryptes minimus,LC,europe,0,LC
22693150,Limosa limosa,VU,europe,0.4,VU
22693158,Limosa lapponica,LC,europe,0,LC
22693178,Numenius phaeopus,LC,europe,0,LC
22693185,Numenius tenuirostris,CR,europe,0.8,CR
22693190,Numenius arquata,VU,europe,0.4,VU
22693207,Tringa erythropus,LC,europe,0,LC
22693211,Tringa totanus,LC,europe,0,LC
22693216,Tringa stagnatilis,LC,europe,0,LC
22693220,Tringa nebularia,LC,europe,0,LC
22693251,Xenus cinereus,LC,europe,0,LC
22693264,Actitis hypoleucos,LC,europe,0,LC
22693336,Arenaria interpres,LC,europe,0,LC
22693363,Calidris canutus,LC,europe,0,LC
22693369,Calidris alba,LC,europe,0,LC
22693379,Calidris minuta,LC,europe,0,LC
22693388,Calidris temminckii,LC,europe,0,LC
22693404,Calidris bairdii,LC,europe,0,LC
22693420,Calidris maritima,LC,europe,0,LC
22693427,Calidris alpina,LC,europe,0,LC
22693431,Calidris ferruginea,VU,europe,0.4,VU
22693464,Calidris falcinellus,LC,europe,0,LC
22693468,Calidris pugnax,LC,europe,0,LC
22693490,Phalaropus lobatus,LC,europe,0,LC
22693494,Phalaropus fulicarius,LC,europe,0,LC
22693621,Haematopus meadewaldoi,EX,europe,1,EX
22693712,Recurvirostra avosetta,LC,europe,0,LC
22693727,Pluvialis apricaria,LC,europe,0,LC
22693749,Pluvialis squatarola,LC,europe,0,LC
22693759,Charadrius hiaticula,LC,europe,0,LC
22693770,Charadrius dubius,LC,europe,0,LC
22693862,Charadrius leschenaultii,VU,europe,0.4,VU
22693868,Charadrius asiaticus,RE,europe,NA,NA
22693949,Vanellus vanellus,VU,europe,0.4,VU
22693983,Vanellus spinosus,LC,europe,0,LC
22694127,Glareola pratincola,LC,europe,0,LC
22694160,Catharacta skua,LC,europe,0,LC
22694240,Stercorarius pomarinus,LC,europe,0,LC
22694245,Stercorarius parasiticus,LC,europe,0,LC
22694251,Stercorarius longicaudus,LC,europe,0,LC
22694308,Larus canus,LC,europe,0,LC
22694313,Larus audouinii,LC,europe,0,LC
22694324,Larus marinus,LC,europe,0,LC
22694343,Larus hyperboreus,LC,europe,0,LC
22694357,Larus armenicus,NT,europe,0.2,NT
22694373,Larus fuscus,LC,europe,0,LC
22694379,Larus ichthyaetus,LC,europe,0,LC
22694420,Larus ridibundus,LC,europe,0,LC
22694428,Larus genei,LC,europe,0,LC
22694443,Larus melanocephalus,LC,europe,0,LC
22694469,Hydrocoloeus minutus,NT,europe,0.2,NT
22694473,Pagophila eburnea,LC,europe,0,LC
22694476,Rhodostethia rosea,EN,europe,0.6,EN
22694479,Xema sabini,LC,europe,0,LC
22694497,Rissa tridactyla,VU,europe,0.4,VU
22694524,Hydroprogne caspia,LC,europe,0,LC
22694591,Thalasseus sandvicensis,LC,europe,0,LC
22694601,Sterna dougallii,LC,europe,0,LC
22694623,Sterna hirundo,LC,europe,0,LC
22694629,Sterna paradisaea,LC,europe,0,LC
22694656,Sternula albifrons,LC,europe,0,LC
22694764,Chlidonias hybrida,LC,europe,0,LC
22694782,Chlidonias leucopterus,LC,europe,0,LC
22694787,Chlidonias niger,LC,europe,0,LC
22694837,Alle alle,LC,europe,0,LC
22694841,Uria aalge,NT,europe,0.2,NT
22694847,Uria lomvia,LC,europe,0,LC
22694852,Alca torda,NT,europe,0.2,NT
22694856,Pinguinus impennis,EX,europe,1,EX
22694861,Cepphus grylle,LC,europe,0,LC
22694927,Fratercula arctica,EN,europe,0.6,EN
22694938,Pandion haliaetus,LC,europe,0,LC
22695137,Haliaeetus albicilla,LC,europe,0,LC
22696453,Falco columbarius,LC,europe,0,LC
22696495,Falco cherrug,VU,europe,0.4,VU
22696500,Falco rusticolus,LC,europe,0,LC
22696545,Tachybaptus ruficollis,LC,europe,0,LC
22696599,Podiceps grisegena,LC,europe,0,LC
22696602,Podiceps cristatus,LC,europe,0,LC
22696606,Podiceps auritus,NT,europe,0.2,NT
22696610,Podiceps nigricollis,LC,europe,0,LC
22696657,Morus bassanus,LC,europe,0,LC
22696705,Anhinga rufa,RE,europe,NA,NA
22696792,Phalacrocorax carbo,LC,europe,0,LC
22696894,Gulosus aristotelis,LC,europe,0,LC
22696993,Ardea cinerea,LC,europe,0,LC
22697031,Ardea purpurea,LC,europe,0,LC
22697043,Ardea alba,LC,europe,0,LC
22697123,Ardeola ralloides,LC,europe,0,LC
22697211,Nycticorax nycticorax,LC,europe,0,LC
22697360,Phoenicopterus roseus,LC,europe,0,LC
22697555,Platalea leucorodia,LC,europe,0,LC
22697590,Pelecanus onocrotalus,LC,europe,0,LC
22697599,Pelecanus crispus,LC,europe,0,LC
22697829,Gavia stellata,LC,europe,0,LC
22697834,Gavia arctica,LC,europe,0,LC
22697842,Gavia immer,VU,europe,0.4,VU
22697847,Gavia adamsii,VU,europe,0.4,VU
22697866,Fulmarus glacialis,EN,europe,0.6,EN
22698062,Pterodroma madeira,EN,europe,0.6,EN
22698132,Bulweria bulwerii,LC,europe,0,LC
22698226,Puffinus puffinus,LC,europe,0,LC
22698230,Puffinus yelkouan,LC,europe,0,LC
22698453,Pelagodroma marina,EN,europe,0.6,EN
22698477,Hydrobates pelagicus,LC,europe,0,LC
22705916,Pyrrhocorax pyrrhocorax,LC,europe,0,LC
22705929,Corvus monedula,LC,europe,0,LC
22706016,Corvus corone,LC,europe,0,LC
22709707,Cyanecula svecica,LC,europe,0,LC
22710051,Phoenicurus ochruros,LC,europe,0,LC
22710259,Oenanthe leucura,VU,europe,0.4,VU
22710333,Oenanthe isabellina,LC,europe,0,LC
22710886,Sturnus vulgaris,LC,europe,0,LC
22713491,Cisticola juncidis,LC,europe,0,LC
22716971,Sylvia mystacea,LC,europe,0,LC
22716976,Sylvia conspicillata,LC,europe,0,LC
22716984,Sylvia undata,NT,europe,0.2,NT
22717383,Galerida cristata,LC,europe,0,LC
22717434,Eremophila alpestris,LC,europe,0,LC
22718379,Motacilla citreola,LC,europe,0,LC
22718556,Anthus pratensis,NT,europe,0.2,NT
22718560,Anthus cervinus,LC,europe,0,LC
22718567,Anthus petrosus,LC,europe,0,LC
22721033,Calcarius lapponicus,LC,europe,0,LC
22721043,Plectrophenax nivalis,LC,europe,0,LC
22724836,Melanitta fusca,VU,europe,0.4,VU
22724879,Melanitta nigra,LC,europe,0,LC
22725846,Halcyon smyrnensis,VU,europe,0.4,VU
22727487,Charadrius alexandrinus,LC,europe,0,LC
22727969,Himantopus himantopus,LC,europe,0,LC
22728432,Puffinus mauretanicus,CR,europe,0.8,CR
22732244,Calonectris borealis,LC,europe,0,LC
22734972,Milvus migrans,LC,europe,0,LC
22735624,Hydrobates monteiroi,VU,europe,0.4,VU
22735929,Larus cachinnans,LC,europe,0,LC
22736135,Pterodroma deserta,VU,europe,0.4,VU
42830239,Melanocetus murrayi,"NA",europe,NA,NA
42830251,Chaenophryne ramifera,"NA",europe,NA,NA
42830260,Dolopichthys allector,"NA",europe,NA,NA
42830277,Microlophichthys microlophus,"NA",europe,NA,NA
42830286,Photocorynus spiniceps,"NA",europe,NA,NA
42874318,Sphyraena intermedia,DD,mediterranean,NA,DD
42874318,Sphyraena intermedia,DD,europe,NA,DD
45061132,Calonectris diomedea,LC,europe,0,LC
45354964,Falco peregrinus,LC,europe,0,LC
45959182,Puffinus lherminieri,NT,europe,0.2,NT
46086190,Kyphosus vaigiensis,DD,europe,NA,DD
47145180,Psenes maculatus,"NA",europe,NA,NA
47164926,Coccorella atlantica,"NA",europe,NA,NA
47165317,Eustomias longibarba,"NA",europe,NA,NA
47165363,Eustomias macrurus,"NA",europe,NA,NA
47165472,Photonectes parvimanus,"NA",europe,NA,NA
47165490,Photostomias goodyeari,"NA",europe,NA,NA
49911704,Trisopterus capelanus,LC,mediterranean,0,LC
49911704,Trisopterus capelanus,LC,europe,0,LC
50011071,Maasella edwardsi,DD,mediterranean,NA,DD
50012470,Paramuricea macrospina,DD,mediterranean,NA,DD
50012660,Spinimuricea klavereni,DD,mediterranean,NA,DD
50016125,Crassophyllum thessalonicae,EN,mediterranean,0.6,EN
50016125,Crassophyllum thessalonicae,EN,europe,0.6,EN
50020621,Clavularia crassa,LC,mediterranean,0,LC
50020625,Clavularia carpediem,DD,mediterranean,NA,DD
50078139,Monochirus atlanticus,LC,europe,0,LC
50107293,Bunodeopsis strumosa,DD,mediterranean,NA,DD
50107605,Actinia cari,DD,mediterranean,NA,DD
50107605,Actinia cari,DD,europe,NA,DD
50108167,Actinia striata,DD,mediterranean,NA,DD
50113293,Condylactis aurantiaca,LC,mediterranean,0,LC
50113365,Cribrinopsis crassa,LC,mediterranean,0,LC
50113365,Cribrinopsis crassa,LC,europe,0,LC
50148677,Paranemonia cinerea,DD,mediterranean,NA,DD
50148695,Paranemonia vouliagmeniensis,EN,mediterranean,0.6,EN
50148695,Paranemonia vouliagmeniensis,EN,europe,0.6,EN
50148787,Segonzactis hartogi,DD,mediterranean,NA,DD
50148787,Segonzactis hartogi,DD,europe,NA,DD
50148930,Phymanthus pulcher,DD,mediterranean,NA,DD
50149061,Ceratotrochus magnaghii,DD,mediterranean,NA,DD
50160898,Cladopsammia rolandi,DD,mediterranean,NA,DD
50161085,Epizoanthus frenzeli,DD,mediterranean,NA,DD
50161085,Epizoanthus frenzeli,DD,europe,NA,DD
50161089,Epizoanthus mediterraneus,DD,mediterranean,NA,DD
50161089,Epizoanthus mediterraneus,DD,europe,NA,DD
50161091,Epizoanthus paguricola,DD,mediterranean,NA,DD
50161091,Epizoanthus paguricola,DD,europe,NA,DD
50161093,Epizoanthus paxii,DD,mediterranean,NA,DD
50161093,Epizoanthus paxii,DD,europe,NA,DD
50161095,Epizoanthus steueri,DD,mediterranean,NA,DD
50161095,Epizoanthus steueri,DD,europe,NA,DD
56084246,Lycenchelys platyrhina,DD,europe,NA,DD
56779782,Chromogobius britoi,LC,europe,0,LC
56852298,Kyphosus bigibbus,DD,europe,NA,DD
57452852,Meteoria erythrops,DD,europe,NA,DD
57453548,Aphyonus gelatinosus,LC,europe,0,LC
57453584,Nybelinella erikssoni,DD,europe,NA,DD
57453648,Bythites islandicus,DD,europe,NA,DD
57453696,Holcomycteronus squamosus,DD,europe,NA,DD
57453720,Maulisia argipalla,DD,europe,NA,DD
57453743,Bajacalifornia calcarata,DD,europe,NA,DD
57693936,Bathyonus laticeps,LC,europe,0,LC
57714556,Barathrites iris,DD,europe,NA,DD
57825241,Einara edentula,DD,europe,NA,DD
58241062,Dolichopteryx longipes,LC,europe,0,LC
60469186,Alepisaurus brevirostris,"NA",europe,NA,NA
60469232,Aristostomias lunifer,"NA",europe,NA,NA
60469264,Bassozetus levistomatus,"NA",europe,NA,NA
60469712,Cetomimus hempeli,DD,europe,NA,DD
60469804,Chaenophryne draco,"NA",europe,NA,NA
60469877,Ctenochirichthys longimanus,"NA",europe,NA,NA
60469980,Cyclothone parapallida,"NA",europe,NA,NA
60470344,Diplecogaster ctenocrypta,DD,europe,NA,DD
60470358,Dolopichthys jubatus,"NA",europe,NA,NA
60470361,Dolopichthys pullatus,"NA",europe,NA,NA
60470382,Eustomias contiguus,"NA",europe,NA,NA
60470418,Eustomias satterleei,"NA",europe,NA,NA
60470422,Eustomias simplex,"NA",europe,NA,NA
60470467,Gadomus arcuatus,DD,europe,NA,DD
60470680,Gigantactis ios,LC,europe,0,LC
60470687,Gigantactis vanhoeffeni,"NA",europe,NA,NA
60470770,Haplophryne mollis,"NA",europe,NA,NA
60470792,Himantolophus albinares,"NA",europe,NA,NA
60470817,Himantolophus brevirostris,"NA",europe,NA,NA
60471195,Hymenogadus gracilis,"NA",europe,NA,NA
60471792,Kali kerberti,"NA",europe,NA,NA
60471825,Kali macrura,"NA",europe,NA,NA
60471850,Laemonema robustum,"NA",europe,NA,NA
60471855,Lampadena speculigera,"NA",europe,NA,NA
60471860,Lampanyctus photonotus,"NA",europe,NA,NA
60471901,Lamprogrammus niger,"NA",europe,NA,NA
60471925,Lasiognathus saccostoma,"NA",europe,NA,NA
60471934,Leptacanthichthys gracilispinis,"NA",europe,NA,NA
60472006,Linophryne maderensis,DD,europe,NA,DD
60472203,Linophryne polypogon,DD,europe,NA,DD
60472409,Linophryne racemifera,DD,europe,NA,DD
60472779,Linophryne sexfilis,DD,europe,NA,DD
60473762,Loweina interrupta,"NA",europe,NA,NA
60474290,Loweina rara,"NA",europe,NA,NA
60476220,Maurolicus amethystinopunctatus,LC,europe,0,LC
60477122,Melamphaes longivelis,"NA",europe,NA,NA
60477337,Melamphaes polylepis,"NA",europe,NA,NA
60477619,Melamphaes pumilus,"NA",europe,NA,NA
60477991,Melamphaes suborbitalis,"NA",europe,NA,NA
60478393,Melamphaes typhlops,"NA",europe,NA,NA
60481663,Monognathus nigeli,"NA",europe,NA,NA
60481712,Nansenia longicauda,"NA",europe,NA,NA
60481885,Narcetes erimelas,"NA",europe,NA,NA
60481914,Neoceratias spinifer,"NA",europe,NA,NA
60482037,Odontomacrurus murrayi,"NA",europe,NA,NA
60482063,Oneirodes clarkei,"NA",europe,NA,NA
60482102,Oneirodes macrosteus,"NA",europe,NA,NA
60482105,Oneirodes myrionemus,"NA",europe,NA,NA
60482248,Parabrotula plagiophthalma,"NA",europe,NA,NA
60482312,Penopus microphthalmus,"NA",europe,NA,NA
60482374,Pentherichthys atratus,"NA",europe,NA,NA
60482562,Phyllorhinichthys micractis,"NA",europe,NA,NA
60482748,Porogadus miles,"NA",europe,NA,NA
60482810,Poromitra capito,"NA",europe,NA,NA
60482859,Poromitra megalops,"NA",europe,NA,NA
60483083,Pseudoscopelus altipinnis,"NA",europe,NA,NA
60483092,Pseudoscopelus scutatus,"NA",europe,NA,NA
60483273,Rondeletia loricata,"NA",europe,NA,NA
60485860,Uncisudis longirostra,DD,europe,NA,DD
61934241,Dolopichthys danae,"NA",europe,NA,NA
61934264,Scopeloberyx robustus,"NA",europe,NA,NA
61984292,Gnatholepis thompsoni,LC,europe,0,LC
62026481,Gelochelidon nilotica,LC,europe,0,LC
62030608,Larus argentatus,NT,europe,0.2,NT
62030970,Larus michahellis,LC,europe,0,LC
64372284,Epizoanthus tergestinus,DD,mediterranean,NA,DD
64372284,Epizoanthus tergestinus,DD,europe,NA,DD
65475413,Epizoanthus univittatus,DD,mediterranean,NA,DD
65475413,Epizoanthus univittatus,DD,europe,NA,DD
65476067,Epizoanthus vagus,DD,mediterranean,NA,DD
65476067,Epizoanthus vagus,DD,europe,NA,DD
65476258,Arachnanthus oligopodus,DD,mediterranean,NA,DD
67962660,Brotulotaenia nigra,"NA",europe,NA,NA
67963784,Cetichthys indagator,"NA",europe,NA,NA
67963793,Coryphaenoides thelestomus,DD,europe,NA,DD
67963974,Gaidropsarus guttatus,DD,europe,NA,DD
67963992,Himantolophus mauli,LC,europe,0,LC
67964123,Lasiognathus amphirhamphus,DD,europe,NA,DD
67964394,Leptoderma macrophthalmum,DD,europe,NA,DD
67964577,Linophryne arcturi,"NA",europe,NA,NA
67964842,Linophryne brevibarbata,LC,europe,0,LC
67964953,Melamphaes falsidicus,"NA",europe,NA,NA
67965135,Mirapinna esau,DD,europe,NA,DD
67965222,Oneirodes anisacanthus,DD,europe,NA,DD
67965706,Oneirodes posti,DD,europe,NA,DD
67966147,Paraliparis nigellus,DD,europe,NA,DD
67966167,Poromitra nigriceps,LC,europe,0,LC
67966197,Protogrammus sousai,DD,europe,NA,DD
67966246,Sciadonus pedicellaris,"NA",europe,NA,NA
67966271,Scopelosaurus smithii,"NA",europe,NA,NA
67966291,Scorpaena canariensis,DD,europe,NA,DD
67966314,Spectrunculus crassus,LC,europe,0,LC
67966420,Uncisudis quadrimaculata,DD,europe,NA,DD
67966497,Puck pinnata,"NA",europe,NA,NA
67968236,Leucobrotula adipata,DD,europe,NA,DD
67968894,Antennatus nummifer,"NA",europe,NA,NA
68062225,Bathophilus proximus,DD,europe,NA,DD
68062262,Bathymicrops multispinis,"NA",europe,NA,NA
68063640,Eustomias dubius,"NA",europe,NA,NA
68064100,Eustomias radicifilis,DD,europe,NA,DD
68064267,Macroparalepis brevis,"NA",europe,NA,NA
68064271,Monognathus boehlkei,DD,europe,NA,DD
68064747,Paralepis brevirostris,"NA",europe,NA,NA
68064929,Pseudoscopelus obtusifrons,"NA",europe,NA,NA
68202649,Monognathus herringi,DD,europe,NA,DD
71942692,Lampadena atlantica,"NA",europe,NA,NA
91209505,Squalus acanthias,EN,mediterranean,0.6,EN
91209505,Squalus acanthias,EN,europe,0.6,EN
102998555,Alauda arvensis,LC,europe,0,LC
103773898,Oenanthe oenanthe,LC,europe,0,LC
104007058,Alaudala rufescens,LC,europe,0,LC
104050689,Glaucostegus cemiculus,EN,mediterranean,0.6,EN
104050689,Glaucostegus cemiculus,EN,europe,0.6,EN
124569516,Raja miraletus,LC,mediterranean,0,LC
124569516,Raja miraletus,LC,europe,0,LC
160075998,Pinna nobilis,CR,mediterranean,0.8,CR
