iucn_sid,stressor,sens
2060,oa,FALSE
2060,slr,TRUE
2060,sst,FALSE
3897,oa,FALSE
3897,slr,TRUE
3897,sst,FALSE
6336,oa,FALSE
6336,slr,NA
6336,sst,TRUE
6494,oa,FALSE
6494,slr,FALSE
6494,sst,FALSE
8010,oa,TRUE
8010,slr,FALSE
8010,sst,FALSE
8153,oa,FALSE
8153,slr,NA
8153,sst,TRUE
10340,oa,FALSE
10340,slr,TRUE
10340,sst,FALSE
11142,oa,FALSE
11142,slr,NA
11142,sst,FALSE
11696,oa,FALSE
11696,slr,FALSE
11696,sst,FALSE
12246,oa,FALSE
12246,slr,TRUE
12246,sst,TRUE
14049,oa,FALSE
14049,slr,FALSE
14049,sst,FALSE
15269,oa,FALSE
15269,slr,TRUE
15269,sst,TRUE
17023,oa,TRUE
17023,slr,FALSE
17023,sst,FALSE
31382,oa,FALSE
31382,slr,TRUE
31382,sst,FALSE
33705,oa,FALSE
33705,slr,TRUE
33705,sst,FALSE
34364,oa,FALSE
34364,slr,TRUE
34364,sst,FALSE
41670,oa,TRUE
41670,slr,NA
41670,sst,FALSE
44678,oa,FALSE
44678,slr,FALSE
44678,sst,FALSE
132859,oa,TRUE
132859,slr,NA
132859,sst,TRUE
132860,oa,TRUE
132860,slr,NA
132860,sst,TRUE
132861,oa,TRUE
132861,slr,NA
132861,sst,TRUE
132862,oa,TRUE
132862,slr,NA
132862,sst,TRUE
132863,oa,TRUE
132863,slr,NA
132863,sst,TRUE
132864,oa,TRUE
132864,slr,NA
132864,sst,TRUE
132865,oa,TRUE
132865,slr,NA
132865,sst,TRUE
132866,oa,TRUE
132866,slr,NA
132866,sst,TRUE
132867,oa,TRUE
132867,slr,NA
132867,sst,TRUE
132868,oa,TRUE
132868,slr,NA
132868,sst,TRUE
132869,oa,TRUE
132869,slr,NA
132869,sst,TRUE
132870,oa,TRUE
132870,slr,NA
132870,sst,TRUE
132871,oa,TRUE
132871,slr,NA
132871,sst,TRUE
132873,oa,TRUE
132873,slr,NA
132873,sst,TRUE
132874,oa,TRUE
132874,slr,NA
132874,sst,TRUE
132875,oa,TRUE
132875,slr,NA
132875,sst,TRUE
132876,oa,TRUE
132876,slr,NA
132876,sst,TRUE
132877,oa,TRUE
132877,slr,NA
132877,sst,TRUE
132878,oa,TRUE
132878,slr,NA
132878,sst,TRUE
132879,oa,TRUE
132879,slr,NA
132879,sst,TRUE
132880,oa,TRUE
132880,slr,NA
132880,sst,TRUE
132881,oa,TRUE
132881,slr,NA
132881,sst,TRUE
132882,oa,TRUE
132882,slr,NA
132882,sst,TRUE
132883,oa,TRUE
132883,slr,NA
132883,sst,TRUE
132884,oa,TRUE
132884,slr,NA
132884,sst,TRUE
132885,oa,TRUE
132885,slr,NA
132885,sst,TRUE
132886,oa,TRUE
132886,slr,NA
132886,sst,TRUE
132887,oa,TRUE
132887,slr,NA
132887,sst,TRUE
132888,oa,TRUE
132888,slr,NA
132888,sst,TRUE
132889,oa,TRUE
132889,slr,NA
132889,sst,TRUE
132890,oa,TRUE
132890,slr,NA
132890,sst,TRUE
132891,oa,TRUE
132891,slr,NA
132891,sst,TRUE
132892,oa,TRUE
132892,slr,NA
132892,sst,TRUE
132893,oa,TRUE
132893,slr,NA
132893,sst,TRUE
132894,oa,TRUE
132894,slr,NA
132894,sst,TRUE
132895,oa,TRUE
132895,slr,NA
132895,sst,TRUE
132896,oa,TRUE
132896,slr,NA
132896,sst,TRUE
132897,oa,TRUE
132897,slr,NA
132897,sst,TRUE
132898,oa,TRUE
132898,slr,NA
132898,sst,TRUE
132899,oa,TRUE
132899,slr,NA
132899,sst,TRUE
132900,oa,TRUE
132900,slr,NA
132900,sst,TRUE
132901,oa,TRUE
132901,slr,NA
132901,sst,TRUE
132902,oa,TRUE
132902,slr,NA
132902,sst,TRUE
132903,oa,TRUE
132903,slr,NA
132903,sst,TRUE
132904,oa,TRUE
132904,slr,NA
132904,sst,TRUE
132905,oa,TRUE
132905,slr,NA
132905,sst,TRUE
132906,oa,TRUE
132906,slr,NA
132906,sst,TRUE
132907,oa,TRUE
132907,slr,NA
132907,sst,TRUE
132908,oa,TRUE
132908,slr,NA
132908,sst,TRUE
132909,oa,TRUE
132909,slr,NA
132909,sst,TRUE
132910,oa,TRUE
132910,slr,NA
132910,sst,TRUE
132911,oa,TRUE
132911,slr,NA
132911,sst,TRUE
132912,oa,TRUE
132912,slr,NA
132912,sst,TRUE
132913,oa,TRUE
132913,slr,NA
132913,sst,TRUE
132914,oa,TRUE
132914,slr,NA
132914,sst,TRUE
132915,oa,TRUE
132915,slr,NA
132915,sst,TRUE
132916,oa,TRUE
132916,slr,NA
132916,sst,TRUE
132917,oa,TRUE
132917,slr,NA
132917,sst,TRUE
132918,oa,TRUE
132918,slr,NA
132918,sst,TRUE
132919,oa,TRUE
132919,slr,NA
132919,sst,TRUE
132920,oa,TRUE
132920,slr,NA
132920,sst,TRUE
132921,oa,TRUE
132921,slr,NA
132921,sst,TRUE
132922,oa,TRUE
132922,slr,NA
132922,sst,TRUE
132923,oa,TRUE
132923,slr,NA
132923,sst,TRUE
132924,oa,TRUE
132924,slr,NA
132924,sst,TRUE
132925,oa,TRUE
132925,slr,NA
132925,sst,TRUE
132927,oa,TRUE
132927,slr,NA
132927,sst,TRUE
132928,oa,TRUE
132928,slr,NA
132928,sst,TRUE
132929,oa,TRUE
132929,slr,NA
132929,sst,TRUE
132930,oa,TRUE
132930,slr,NA
132930,sst,TRUE
132931,oa,TRUE
132931,slr,NA
132931,sst,TRUE
132932,oa,TRUE
132932,slr,NA
132932,sst,TRUE
132933,oa,TRUE
132933,slr,NA
132933,sst,TRUE
132934,oa,TRUE
132934,slr,NA
132934,sst,TRUE
132935,oa,TRUE
132935,slr,NA
132935,sst,TRUE
132936,oa,TRUE
132936,slr,NA
132936,sst,TRUE
132937,oa,TRUE
132937,slr,NA
132937,sst,TRUE
132938,oa,TRUE
132938,slr,NA
132938,sst,TRUE
132939,oa,TRUE
132939,slr,NA
132939,sst,TRUE
132940,oa,TRUE
132940,slr,NA
132940,sst,TRUE
132941,oa,TRUE
132941,slr,NA
132941,sst,TRUE
132942,oa,TRUE
132942,slr,NA
132942,sst,TRUE
132943,oa,TRUE
132943,slr,NA
132943,sst,TRUE
132944,oa,TRUE
132944,slr,NA
132944,sst,TRUE
132945,oa,TRUE
132945,slr,NA
132945,sst,TRUE
132946,oa,TRUE
132946,slr,NA
132946,sst,TRUE
132947,oa,TRUE
132947,slr,NA
132947,sst,TRUE
132948,oa,TRUE
132948,slr,NA
132948,sst,TRUE
132949,oa,TRUE
132949,slr,NA
132949,sst,TRUE
132950,oa,TRUE
132950,slr,NA
132950,sst,TRUE
132951,oa,TRUE
132951,slr,NA
132951,sst,TRUE
132952,oa,TRUE
132952,slr,NA
132952,sst,TRUE
132953,oa,TRUE
132953,slr,NA
132953,sst,TRUE
132954,oa,TRUE
132954,slr,NA
132954,sst,TRUE
132955,oa,TRUE
132955,slr,NA
132955,sst,TRUE
132956,oa,TRUE
132956,slr,NA
132956,sst,TRUE
132957,oa,TRUE
132957,slr,NA
132957,sst,TRUE
132958,oa,TRUE
132958,slr,NA
132958,sst,TRUE
132959,oa,TRUE
132959,slr,NA
132959,sst,TRUE
132960,oa,TRUE
132960,slr,NA
132960,sst,TRUE
132961,oa,TRUE
132961,slr,NA
132961,sst,TRUE
132962,oa,TRUE
132962,slr,NA
132962,sst,TRUE
132963,oa,TRUE
132963,slr,NA
132963,sst,TRUE
132964,oa,TRUE
132964,slr,NA
132964,sst,TRUE
132965,oa,TRUE
132965,slr,NA
132965,sst,TRUE
132966,oa,TRUE
132966,slr,NA
132966,sst,TRUE
132967,oa,TRUE
132967,slr,NA
132967,sst,TRUE
132968,oa,TRUE
132968,slr,NA
132968,sst,TRUE
132969,oa,TRUE
132969,slr,NA
132969,sst,TRUE
132970,oa,TRUE
132970,slr,NA
132970,sst,TRUE
132971,oa,TRUE
132971,slr,NA
132971,sst,TRUE
132972,oa,TRUE
132972,slr,NA
132972,sst,TRUE
132973,oa,TRUE
132973,slr,NA
132973,sst,TRUE
132974,oa,TRUE
132974,slr,NA
132974,sst,TRUE
132975,oa,TRUE
132975,slr,NA
132975,sst,TRUE
132976,oa,TRUE
132976,slr,NA
132976,sst,TRUE
132977,oa,TRUE
132977,slr,NA
132977,sst,TRUE
132978,oa,TRUE
132978,slr,NA
132978,sst,TRUE
132979,oa,TRUE
132979,slr,NA
132979,sst,TRUE
132980,oa,TRUE
132980,slr,NA
132980,sst,TRUE
132981,oa,TRUE
132981,slr,NA
132981,sst,TRUE
132982,oa,TRUE
132982,slr,NA
132982,sst,TRUE
132983,oa,TRUE
132983,slr,NA
132983,sst,TRUE
132984,oa,TRUE
132984,slr,NA
132984,sst,TRUE
132985,oa,TRUE
132985,slr,NA
132985,sst,TRUE
132986,oa,TRUE
132986,slr,NA
132986,sst,TRUE
132987,oa,TRUE
132987,slr,NA
132987,sst,TRUE
132988,oa,TRUE
132988,slr,NA
132988,sst,TRUE
132989,oa,TRUE
132989,slr,NA
132989,sst,TRUE
132990,oa,TRUE
132990,slr,NA
132990,sst,TRUE
132991,oa,TRUE
132991,slr,NA
132991,sst,TRUE
132992,oa,TRUE
132992,slr,NA
132992,sst,TRUE
132993,oa,TRUE
132993,slr,NA
132993,sst,TRUE
132994,oa,TRUE
132994,slr,NA
132994,sst,TRUE
132995,oa,TRUE
132995,slr,NA
132995,sst,TRUE
132996,oa,TRUE
132996,slr,NA
132996,sst,TRUE
132997,oa,TRUE
132997,slr,NA
132997,sst,TRUE
132998,oa,TRUE
132998,slr,NA
132998,sst,TRUE
132999,oa,TRUE
132999,slr,NA
132999,sst,TRUE
133000,oa,TRUE
133000,slr,NA
133000,sst,TRUE
133001,oa,TRUE
133001,slr,NA
133001,sst,TRUE
133002,oa,TRUE
133002,slr,NA
133002,sst,TRUE
133003,oa,TRUE
133003,slr,NA
133003,sst,TRUE
133004,oa,TRUE
133004,slr,NA
133004,sst,TRUE
133005,oa,TRUE
133005,slr,NA
133005,sst,TRUE
133006,oa,TRUE
133006,slr,NA
133006,sst,TRUE
133007,oa,TRUE
133007,slr,NA
133007,sst,TRUE
133008,oa,TRUE
133008,slr,NA
133008,sst,TRUE
133009,oa,TRUE
133009,slr,NA
133009,sst,TRUE
133010,oa,TRUE
133010,slr,NA
133010,sst,TRUE
133011,oa,TRUE
133011,slr,NA
133011,sst,TRUE
133012,oa,TRUE
133012,slr,NA
133012,sst,TRUE
133013,oa,TRUE
133013,slr,NA
133013,sst,TRUE
133014,oa,TRUE
133014,slr,NA
133014,sst,TRUE
133015,oa,TRUE
133015,slr,NA
133015,sst,TRUE
133016,oa,TRUE
133016,slr,NA
133016,sst,TRUE
133017,oa,TRUE
133017,slr,NA
133017,sst,TRUE
133018,oa,TRUE
133018,slr,NA
133018,sst,TRUE
133019,oa,TRUE
133019,slr,NA
133019,sst,TRUE
133020,oa,TRUE
133020,slr,NA
133020,sst,TRUE
133021,oa,TRUE
133021,slr,NA
133021,sst,TRUE
133022,oa,TRUE
133022,slr,NA
133022,sst,TRUE
133023,oa,TRUE
133023,slr,NA
133023,sst,TRUE
133024,oa,TRUE
133024,slr,NA
133024,sst,TRUE
133025,oa,TRUE
133025,slr,NA
133025,sst,TRUE
133026,oa,TRUE
133026,slr,NA
133026,sst,TRUE
133027,oa,TRUE
133027,slr,NA
133027,sst,TRUE
133028,oa,TRUE
133028,slr,NA
133028,sst,TRUE
133029,oa,TRUE
133029,slr,NA
133029,sst,TRUE
133030,oa,TRUE
133030,slr,NA
133030,sst,TRUE
133031,oa,TRUE
133031,slr,NA
133031,sst,TRUE
133032,oa,TRUE
133032,slr,NA
133032,sst,TRUE
133033,oa,TRUE
133033,slr,NA
133033,sst,TRUE
133034,oa,TRUE
133034,slr,NA
133034,sst,TRUE
133035,oa,TRUE
133035,slr,NA
133035,sst,TRUE
133036,oa,TRUE
133036,slr,NA
133036,sst,TRUE
133037,oa,TRUE
133037,slr,NA
133037,sst,TRUE
133038,oa,TRUE
133038,slr,NA
133038,sst,TRUE
133039,oa,TRUE
133039,slr,NA
133039,sst,TRUE
133040,oa,TRUE
133040,slr,NA
133040,sst,TRUE
133041,oa,TRUE
133041,slr,NA
133041,sst,TRUE
133042,oa,TRUE
133042,slr,NA
133042,sst,TRUE
133043,oa,TRUE
133043,slr,NA
133043,sst,TRUE
133044,oa,TRUE
133044,slr,NA
133044,sst,TRUE
133045,oa,TRUE
133045,slr,NA
133045,sst,TRUE
133046,oa,TRUE
133046,slr,NA
133046,sst,TRUE
133047,oa,TRUE
133047,slr,NA
133047,sst,TRUE
133048,oa,TRUE
133048,slr,NA
133048,sst,TRUE
133049,oa,TRUE
133049,slr,NA
133049,sst,TRUE
133050,oa,TRUE
133050,slr,NA
133050,sst,TRUE
133051,oa,TRUE
133051,slr,NA
133051,sst,TRUE
133052,oa,TRUE
133052,slr,NA
133052,sst,TRUE
133053,oa,TRUE
133053,slr,NA
133053,sst,TRUE
133054,oa,TRUE
133054,slr,NA
133054,sst,TRUE
133055,oa,TRUE
133055,slr,NA
133055,sst,TRUE
133056,oa,TRUE
133056,slr,NA
133056,sst,TRUE
133057,oa,TRUE
133057,slr,NA
133057,sst,TRUE
133058,oa,TRUE
133058,slr,NA
133058,sst,TRUE
133059,oa,TRUE
133059,slr,NA
133059,sst,TRUE
133060,oa,TRUE
133060,slr,NA
133060,sst,TRUE
133061,oa,TRUE
133061,slr,NA
133061,sst,TRUE
133062,oa,TRUE
133062,slr,NA
133062,sst,TRUE
133063,oa,TRUE
133063,slr,NA
133063,sst,TRUE
133064,oa,TRUE
133064,slr,NA
133064,sst,TRUE
133066,oa,TRUE
133066,slr,NA
133066,sst,TRUE
133067,oa,TRUE
133067,slr,NA
133067,sst,TRUE
133068,oa,TRUE
133068,slr,NA
133068,sst,TRUE
133069,oa,TRUE
133069,slr,NA
133069,sst,TRUE
133070,oa,TRUE
133070,slr,NA
133070,sst,TRUE
133072,oa,TRUE
133072,slr,NA
133072,sst,TRUE
133073,oa,TRUE
133073,slr,NA
133073,sst,TRUE
133074,oa,TRUE
133074,slr,NA
133074,sst,TRUE
133075,oa,TRUE
133075,slr,NA
133075,sst,TRUE
133076,oa,TRUE
133076,slr,NA
133076,sst,TRUE
133077,oa,TRUE
133077,slr,NA
133077,sst,TRUE
133078,oa,TRUE
133078,slr,NA
133078,sst,TRUE
133079,oa,TRUE
133079,slr,NA
133079,sst,TRUE
133080,oa,TRUE
133080,slr,NA
133080,sst,TRUE
133081,oa,TRUE
133081,slr,NA
133081,sst,TRUE
133082,oa,TRUE
133082,slr,NA
133082,sst,TRUE
133083,oa,TRUE
133083,slr,NA
133083,sst,TRUE
133084,oa,TRUE
133084,slr,NA
133084,sst,TRUE
133085,oa,TRUE
133085,slr,NA
133085,sst,TRUE
133086,oa,TRUE
133086,slr,NA
133086,sst,TRUE
133087,oa,TRUE
133087,slr,NA
133087,sst,TRUE
133088,oa,TRUE
133088,slr,NA
133088,sst,TRUE
133089,oa,TRUE
133089,slr,NA
133089,sst,TRUE
133090,oa,TRUE
133090,slr,NA
133090,sst,TRUE
133091,oa,TRUE
133091,slr,NA
133091,sst,TRUE
133092,oa,TRUE
133092,slr,NA
133092,sst,TRUE
133093,oa,TRUE
133093,slr,NA
133093,sst,TRUE
133094,oa,TRUE
133094,slr,NA
133094,sst,TRUE
133095,oa,TRUE
133095,slr,NA
133095,sst,TRUE
133096,oa,TRUE
133096,slr,NA
133096,sst,TRUE
133097,oa,TRUE
133097,slr,NA
133097,sst,TRUE
133098,oa,TRUE
133098,slr,NA
133098,sst,TRUE
133099,oa,TRUE
133099,slr,NA
133099,sst,TRUE
133100,oa,TRUE
133100,slr,NA
133100,sst,TRUE
133101,oa,TRUE
133101,slr,NA
133101,sst,TRUE
133102,oa,TRUE
133102,slr,NA
133102,sst,TRUE
133103,oa,TRUE
133103,slr,NA
133103,sst,TRUE
133104,oa,TRUE
133104,slr,NA
133104,sst,TRUE
133105,oa,TRUE
133105,slr,NA
133105,sst,TRUE
133106,oa,TRUE
133106,slr,NA
133106,sst,TRUE
133107,oa,TRUE
133107,slr,NA
133107,sst,TRUE
133108,oa,TRUE
133108,slr,NA
133108,sst,TRUE
133109,oa,TRUE
133109,slr,NA
133109,sst,TRUE
133110,oa,TRUE
133110,slr,NA
133110,sst,TRUE
133111,oa,TRUE
133111,slr,NA
133111,sst,TRUE
133112,oa,TRUE
133112,slr,NA
133112,sst,TRUE
133113,oa,TRUE
133113,slr,NA
133113,sst,TRUE
133114,oa,TRUE
133114,slr,NA
133114,sst,TRUE
133115,oa,TRUE
133115,slr,NA
133115,sst,TRUE
133116,oa,TRUE
133116,slr,NA
133116,sst,TRUE
133117,oa,TRUE
133117,slr,NA
133117,sst,TRUE
133118,oa,TRUE
133118,slr,NA
133118,sst,TRUE
133119,oa,TRUE
133119,slr,NA
133119,sst,TRUE
133120,oa,TRUE
133120,slr,NA
133120,sst,TRUE
133121,oa,TRUE
133121,slr,NA
133121,sst,TRUE
133122,oa,TRUE
133122,slr,NA
133122,sst,TRUE
133123,oa,TRUE
133123,slr,NA
133123,sst,TRUE
133124,oa,TRUE
133124,slr,NA
133124,sst,TRUE
133125,oa,TRUE
133125,slr,NA
133125,sst,TRUE
133126,oa,TRUE
133126,slr,NA
133126,sst,TRUE
133127,oa,TRUE
133127,slr,NA
133127,sst,TRUE
133128,oa,TRUE
133128,slr,NA
133128,sst,TRUE
133129,oa,TRUE
133129,slr,NA
133129,sst,TRUE
133130,oa,TRUE
133130,slr,NA
133130,sst,TRUE
133131,oa,TRUE
133131,slr,NA
133131,sst,TRUE
133132,oa,TRUE
133132,slr,NA
133132,sst,TRUE
133133,oa,TRUE
133133,slr,NA
133133,sst,TRUE
133134,oa,TRUE
133134,slr,NA
133134,sst,TRUE
133135,oa,TRUE
133135,slr,NA
133135,sst,TRUE
133137,oa,TRUE
133137,slr,NA
133137,sst,TRUE
133138,oa,TRUE
133138,slr,NA
133138,sst,TRUE
133139,oa,TRUE
133139,slr,NA
133139,sst,TRUE
133140,oa,TRUE
133140,slr,NA
133140,sst,TRUE
133141,oa,TRUE
133141,slr,NA
133141,sst,TRUE
133143,oa,TRUE
133143,slr,NA
133143,sst,TRUE
133144,oa,TRUE
133144,slr,NA
133144,sst,TRUE
133145,oa,TRUE
133145,slr,NA
133145,sst,TRUE
133146,oa,TRUE
133146,slr,NA
133146,sst,TRUE
133147,oa,TRUE
133147,slr,NA
133147,sst,TRUE
133148,oa,TRUE
133148,slr,NA
133148,sst,TRUE
133149,oa,TRUE
133149,slr,NA
133149,sst,TRUE
133150,oa,TRUE
133150,slr,NA
133150,sst,TRUE
133151,oa,TRUE
133151,slr,NA
133151,sst,TRUE
133152,oa,TRUE
133152,slr,NA
133152,sst,TRUE
133153,oa,TRUE
133153,slr,NA
133153,sst,TRUE
133154,oa,TRUE
133154,slr,NA
133154,sst,TRUE
133155,oa,TRUE
133155,slr,NA
133155,sst,TRUE
133156,oa,TRUE
133156,slr,NA
133156,sst,TRUE
133157,oa,TRUE
133157,slr,NA
133157,sst,TRUE
133158,oa,TRUE
133158,slr,NA
133158,sst,TRUE
133159,oa,TRUE
133159,slr,NA
133159,sst,TRUE
133160,oa,TRUE
133160,slr,NA
133160,sst,TRUE
133161,oa,TRUE
133161,slr,NA
133161,sst,TRUE
133162,oa,TRUE
133162,slr,NA
133162,sst,TRUE
133163,oa,TRUE
133163,slr,NA
133163,sst,TRUE
133164,oa,TRUE
133164,slr,NA
133164,sst,TRUE
133165,oa,TRUE
133165,slr,NA
133165,sst,TRUE
133166,oa,TRUE
133166,slr,NA
133166,sst,TRUE
133167,oa,TRUE
133167,slr,NA
133167,sst,TRUE
133168,oa,TRUE
133168,slr,NA
133168,sst,TRUE
133169,oa,TRUE
133169,slr,NA
133169,sst,TRUE
133170,oa,TRUE
133170,slr,NA
133170,sst,TRUE
133171,oa,TRUE
133171,slr,NA
133171,sst,TRUE
133172,oa,TRUE
133172,slr,NA
133172,sst,TRUE
133173,oa,TRUE
133173,slr,NA
133173,sst,TRUE
133174,oa,TRUE
133174,slr,NA
133174,sst,TRUE
133175,oa,TRUE
133175,slr,NA
133175,sst,TRUE
133176,oa,TRUE
133176,slr,NA
133176,sst,TRUE
133177,oa,TRUE
133177,slr,NA
133177,sst,TRUE
133178,oa,TRUE
133178,slr,NA
133178,sst,TRUE
133179,oa,TRUE
133179,slr,NA
133179,sst,TRUE
133180,oa,TRUE
133180,slr,NA
133180,sst,TRUE
133182,oa,TRUE
133182,slr,NA
133182,sst,TRUE
133183,oa,TRUE
133183,slr,NA
133183,sst,TRUE
133184,oa,TRUE
133184,slr,NA
133184,sst,TRUE
133185,oa,TRUE
133185,slr,NA
133185,sst,TRUE
133186,oa,TRUE
133186,slr,NA
